Дата операции;Дата платежа;Номер карты;Статус;Сумма операции;Валюта операции;Сумма платежа;Валюта платежа;Кэшбэк;Категория;MCC;Описание;Бонусы (включая кэшбэк);Округление на инвесткопилку;Сумма операции с округлением
23.12.2021 10:55;23.12.2021;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
23.12.2021 10:50;23.12.2021;*8125;OK;-750;RUB;-750;RUB;;Переводы;6012;Перевод на карту;0;0;750
23.12.2021 10:00;23.12.2021;*8125;OK;-457,1;RUB;-457,1;RUB;4;Фастфуд;5814;Ля Фантази;4;0;457,1
22.12.2021 11:00;22.12.2021;*8125;OK;-380,78;RUB;-380,78;RUB;3;Фастфуд;5814;Ля Фантази;3;0;380,78
22.12.2021 9:30;22.12.2021;*8125;OK;-1578,58;RUB;-1578,58;RUB;15;Супермаркеты;5411;Перекрёсток;15;0;1578,58
21.12.2021 13:27;21.12.2021;*8125;OK;-464,2;RUB;-464,2;RUB;4;Фастфуд;5814;Ля Фантази;4;0;464,2
21.12.2021 13:20;21.12.2021;*8125;OK;-780;RUB;-780;RUB;7;Аптеки;5912;Mikromarket;7;0;780
21.12.2021 10:09;21.12.2021;*8125;OK;-269,94;RUB;-269,94;RUB;2;Супермаркеты;5411;Пятерочка;2;0;269,94
20.12.2021 17:42;20.12.2021;*8125;OK;4247;RUB;4247;RUB;;Другое;;Дмитрий Г.;0;0;4247
20.12.2021 10:02;20.12.2021;*8125;OK;-407,46;RUB;-407,46;RUB;4;Фастфуд;5814;Ля Фантази;4;0;407,46
19.12.2021 21:22;19.12.2021;*8125;OK;-2320;RUB;-2320;RUB;23;Фастфуд;5814;Шоколадница;23;0;2320
19.12.2021 17:45;21.12.2021;*8125;OK;-826,52;RUB;-826,52;RUB;8;Топливо;5541;Shell;8;0;826,52
17.12.2021 18:23;18.12.2021;*8125;OK;-40;RUB;-40;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;40
17.12.2021 10:01;17.12.2021;*8125;OK;-497,92;RUB;-497,92;RUB;4;Фастфуд;5814;Ля Фантази;4;0;497,92
16.12.2021 12:14;16.12.2021;*8125;OK;2105,76;RUB;2105,76;RUB;;Другое;;Дмитрий Г.;0;0;2105,76
16.12.2021 12:07;16.12.2021;*8125;OK;-2660;RUB;-2660;RUB;26;Различные товары;5399;Ozon.ru;26;0;2660
16.12.2021 11:57;16.12.2021;;OK;-2105;RUB;-2105;RUB;;Переводы;;Дмитрий Г.;0;0;2105
16.12.2021 11:30;16.12.2021;;OK;-772;RUB;-772;RUB;;Переводы;;Дмитрий Г.;0;0;772
16.12.2021 10:02;16.12.2021;*8125;OK;-468,5;RUB;-468,5;RUB;4;Фастфуд;5814;Ля Фантази;4;0;468,5
16.12.2021 9:37;17.12.2021;*8125;OK;-80;RUB;-80;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;80
15.12.2021 20:17;15.12.2021;*8125;OK;-973,8;RUB;-973,8;RUB;9;Супермаркеты;5411;Перекрёсток;9;0;973,8
15.12.2021 11:23;15.12.2021;;OK;-162,71;USD;-12113,76;RUB;;Переводы;;Пополнение брокерского счета;0;0;12113,76
15.12.2021 10:01;15.12.2021;*8125;OK;-211,38;RUB;-211,38;RUB;2;Фастфуд;5814;Ля Фантази;2;0;211,38
15.12.2021 9:40;16.12.2021;*8125;OK;-80;RUB;-80;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;80
14.12.2021 20:35;14.12.2021;*8125;OK;-39,69;RUB;-39,69;RUB;;Супермаркеты;5921;Красное и белое;0;0;39,69
14.12.2021 19:57;15.12.2021;*8125;OK;-40;RUB;-40;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;40
14.12.2021 13:42;14.12.2021;*8125;OK;-385,22;RUB;-385,22;RUB;3;Фастфуд;5814;Ля Фантази;3;0;385,22
13.12.2021 19:25;13.12.2021;*8125;OK;-1091,9;RUB;-1091,9;RUB;10;Супермаркеты;5411;Перекрёсток;10;0;1091,9
13.12.2021 18:46;14.12.2021;*8125;OK;-40;RUB;-40;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;40
13.12.2021 9:53;13.12.2021;*8125;OK;-444,8;RUB;-444,8;RUB;4;Фастфуд;5814;Ля Фантази;4;0;444,8
13.12.2021 7:16;14.12.2021;*8125;OK;-90;RUB;-90;RUB;;Местный транспорт;4111;Тройка;0;0;90
12.12.2021 11:05;13.12.2021;;OK;-500;RUB;-500;RUB;;Другое;;Штрафы ГИБДД;0;0;500
11.12.2021 19:36;11.12.2021;*8125;OK;-1198,22;RUB;-1198,22;RUB;11;Рестораны;5812;0258-Plazius;11;0;1198,22
11.12.2021 16:08;13.12.2021;*8125;OK;-52;RUB;-52;RUB;;Местный транспорт;4111;Тройка;0;0;52
11.12.2021 15:50;11.12.2021;*8125;OK;-5650;RUB;-5650;RUB;56;Медицина;8062;Trm 40582;56;0;5650
11.12.2021 14:06;12.12.2021;*8125;OK;-100;RUB;-100;RUB;1;Местный транспорт;4111;Тройка;1;0;100
11.12.2021 12:01;11.12.2021;*8125;OK;-205;RUB;-205;RUB;2;Супермаркеты;5499;Produkty;2;0;205
10.12.2021 12:15;10.12.2021;*8125;OK;-300;RUB;-300;RUB;;Связь;4814;МегаФон;0;0;300
10.12.2021 12:13;10.12.2021;*8125;OK;7952,91;RUB;7952,91;RUB;;Другое;;Дмитрий Г.;0;0;7952,91
10.12.2021 9:56;10.12.2021;*8125;OK;-358,02;RUB;-358,02;RUB;3;Фастфуд;5814;Ля Фантази;3;0;358,02
10.12.2021 9:37;11.12.2021;*8125;OK;-80;RUB;-80;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;80
09.12.2021 19:34;09.12.2021;*8125;OK;-709,3;RUB;-709,3;RUB;7;Супермаркеты;5411;Перекрёсток;7;0;709,3
09.12.2021 13:23;09.12.2021;*8125;OK;-380;RUB;-380;RUB;3;Фастфуд;5814;Шоколадница;3;0;380
09.12.2021 9:34;10.12.2021;*8125;OK;-80;RUB;-80;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;80
08.12.2021 22:35;10.12.2021;*8125;OK;-70;RUB;-70;RUB;;Местный транспорт;4111;Тройка;0;0;70
08.12.2021 22:28;10.12.2021;*8125;OK;-50;RUB;-50;RUB;;Местный транспорт;4111;Тройка;0;0;50
08.12.2021 22:15;09.12.2021;*8125;OK;-1310;RUB;-1310;RUB;13;Фастфуд;5814;ServiceFOOD;13;0;1310
08.12.2021 20:07;08.12.2021;*8125;OK;-1000;RUB;-1000;RUB;10;Красота;7230;Barbershop;10;0;1000
08.12.2021 17:49;08.12.2021;*8125;OK;-1343;RUB;-1343;RUB;13;Электроника и техника;5732;Mcu Store;13;0;1343
08.12.2021 12:30;08.12.2021;;OK;-14493;RUB;-14493;RUB;;Переводы;;Сергей К.;0;0;14493
08.12.2021 10:07;08.12.2021;*8125;OK;-395,48;RUB;-395,48;RUB;3;Фастфуд;5814;Ля Фантази;3;0;395,48
08.12.2021 9:42;09.12.2021;*8125;OK;-40;RUB;-40;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;40
07.12.2021 19:56;08.12.2021;*8125;OK;-40;RUB;-40;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;40
07.12.2021 10:03;07.12.2021;*8125;OK;-587,42;RUB;-587,42;RUB;5;Фастфуд;5814;Ля Фантази;5;0;587,42
07.12.2021 7:21;08.12.2021;*8125;OK;-29;RUB;-29;RUB;;Местный транспорт;4111;Тройка;0;0;29
06.12.2021 19:28;06.12.2021;*8125;OK;-428,5;RUB;-428,5;RUB;4;Супермаркеты;5411;Перекрёсток;4;0;428,5
06.12.2021 9:58;06.12.2021;*8125;OK;-166,88;RUB;-166,88;RUB;1;Фастфуд;5814;Ля Фантази;1;0;166,88
06.12.2021 9:37;07.12.2021;*8125;OK;-80;RUB;-80;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;80
05.12.2021 16:57;06.12.2021;*8125;OK;-1010;RUB;-1010;RUB;10;Топливо;5541;Яндекс.Заправки;10;0;1010
05.12.2021 11:48;05.12.2021;*8125;OK;-302,77;RUB;-302,77;RUB;3;Супермаркеты;5411;Верный;3;0;302,77
04.12.2021 15:38;04.12.2021;*8125;OK;-734,9;RUB;-734,9;RUB;7;Супермаркеты;5411;Верный;7;0;734,9
04.12.2021 13:43;05.12.2021;*8125;OK;-2038,07;RUB;-2038,07;RUB;20;Топливо;5541;Роснефть;20;0;2038,07
03.12.2021 18:34;04.12.2021;*8125;OK;-340;RUB;-340;RUB;3;Местный транспорт;4111;ЦППК;3;0;340
03.12.2021 18:34;04.12.2021;*8125;OK;-340;RUB;-340;RUB;3;Местный транспорт;4111;ЦППК;3;0;340
03.12.2021 18:25;04.12.2021;*8125;OK;-154;RUB;-154;RUB;1;Фастфуд;5814;KFC;1;0;154
03.12.2021 14:17;03.12.2021;*8125;OK;-674;RUB;-674;RUB;6;Аптеки;5912;OOO Aprel;6;0;674
03.12.2021 14:14;05.12.2021;*8125;OK;-100;RUB;-100;RUB;1;Местный транспорт;4111;Тройка;1;0;100
03.12.2021 10:16;03.12.2021;*8125;OK;-85;RUB;-85;RUB;;Фастфуд;5814;Ля Фантази;0;0;85
03.12.2021 9:26;04.12.2021;*8125;OK;-40;RUB;-40;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;40
02.12.2021 22:15;04.12.2021;*8125;OK;-100;RUB;-100;RUB;1;Местный транспорт;4111;Тройка;1;0;100
02.12.2021 18:16;04.12.2021;*8125;OK;-150;RUB;-150;RUB;1;Местный транспорт;4111;Тройка;1;0;150
02.12.2021 14:33;02.12.2021;*8125;OK;-185,7;RUB;-185,7;RUB;1;Фастфуд;5814;Ля Фантази;1;0;185,7
02.12.2021 7:54;04.12.2021;*8125;OK;-100;RUB;-100;RUB;1;Местный транспорт;4111;Тройка;1;0;100
01.12.2021 20:58;02.12.2021;*8125;OK;-1692,9;RUB;-1692,9;RUB;16;Супермаркеты;5411;Перекрёсток;16;0;1692,9
01.12.2021 11:51;01.12.2021;*8125;OK;-100;RUB;-100;RUB;;Связь;4814;МегаФон;0;0;100
01.12.2021 9:55;01.12.2021;*8125;OK;-373,96;RUB;-373,96;RUB;3;Фастфуд;5814;Ля Фантази;3;0;373,96
01.12.2021 9:35;02.12.2021;*8125;OK;-80;RUB;-80;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;80
30.11.2021 13:21;30.11.2021;*8125;OK;385;RUB;385;RUB;;Переводы;;Татьяна А.;0;0;385
30.11.2021 13:19;30.11.2021;*8125;OK;438;RUB;438;RUB;;Переводы;;Александра З.;0;0;438
30.11.2021 13:15;30.11.2021;*8125;OK;-1507;RUB;-1507;RUB;15;Супермаркеты;5411;Самокат;15;0;1507
30.11.2021 12:53;30.11.2021;*8125;OK;341;RUB;341;RUB;;Другое;;Ирина А.;0;0;341
30.11.2021 11:11;30.11.2021;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
30.11.2021 9:54;30.11.2021;*8125;OK;-85;RUB;-85;RUB;;Фастфуд;5814;Ля Фантази;0;0;85
30.11.2021 9:46;30.11.2021;*8125;OK;-130;RUB;-130;RUB;;Связь;4814;МегаФон;0;0;130
30.11.2021 9:36;01.12.2021;*8125;OK;-80;RUB;-80;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;80
29.11.2021 19:55;29.11.2021;*8125;OK;-884,8;RUB;-884,8;RUB;8;Супермаркеты;5411;Перекрёсток;8;0;884,8
29.11.2021 14:15;29.11.2021;*8125;OK;-344,06;RUB;-344,06;RUB;3;Фастфуд;5814;Ля Фантази;3;0;344,06
29.11.2021 12:11;01.12.2021;*8125;OK;-100;RUB;-100;RUB;1;Местный транспорт;4111;Тройка;1;0;100
29.11.2021 9:44;29.11.2021;*8125;OK;-168;RUB;-168;RUB;1;Фастфуд;5814;Ля Фантази;1;0;168
29.11.2021 9:24;30.11.2021;*8125;OK;-80;RUB;-80;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;80
28.11.2021 11:53;29.11.2021;;OK;-500;RUB;-500;RUB;;Другое;;Штрафы ГИБДД;0;0;500
27.11.2021 22:39;28.11.2021;*8125;OK;-49,99;RUB;-49,99;RUB;;Супермаркеты;5411;Магнит;0;0;49,99
27.11.2021 19:50;28.11.2021;*8125;OK;-208;RUB;-208;RUB;2;Местный транспорт;4111;ЦППК;2;0;208
27.11.2021 18:17;27.11.2021;*8125;OK;30000;RUB;30000;RUB;;Другое;;Дмитрий Г.;0;0;30000
27.11.2021 11:33;27.11.2021;*8125;OK;-900;RUB;-900;RUB;9;Медицина;8021;Ulybka Novomoskovsk;9;0;900
27.11.2021 11:25;27.11.2021;*8125;OK;28982,78;RUB;28982,78;RUB;;Другое;;Дмитрий Г.;0;0;28982,78
27.11.2021 8:28;29.11.2021;*8125;OK;-2946,71;RUB;-2946,71;RUB;29;Топливо;5541;Shell;29;0;2946,71
26.11.2021 19:24;27.11.2021;*8125;OK;-1586,7;RUB;-1586,7;RUB;15;Топливо;5541;Яндекс.Заправки;15;0;1586,7
26.11.2021 10:06;26.11.2021;*8125;OK;-300,44;RUB;-300,44;RUB;3;Фастфуд;5814;Ля Фантази;3;0;300,44
26.11.2021 9:45;27.11.2021;*8125;OK;-80;RUB;-80;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;80
25.11.2021 22:29;25.11.2021;;OK;-99;RUB;-99;RUB;;Услуги банка;;Плата за обслуживание;0;0;99
25.11.2021 21:55;25.11.2021;;OK;270;RUB;270;RUB;;Бонусы;;Вознаграждение за операции покупок;0;0;270
25.11.2021 21:29;25.11.2021;;OK;13,91;RUB;13,91;RUB;;Бонусы;;Проценты на остаток;0;0;13,91
25.11.2021 19:45;25.11.2021;*8125;OK;-128,1;RUB;-128,1;RUB;1;Супермаркеты;5411;Перекрёсток;1;0;128,1
25.11.2021 10:05;25.11.2021;*8125;OK;-319,1;RUB;-319,1;RUB;3;Фастфуд;5814;Ля Фантази;3;0;319,1
25.11.2021 9:44;26.11.2021;*8125;OK;-80;RUB;-80;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;80
24.11.2021 17:33;24.11.2021;*8125;OK;1100;RUB;1100;RUB;;Переводы;;Дарья Ю.;0;0;1100
24.11.2021 17:30;24.11.2021;;OK;-1100;RUB;-1100;RUB;;Переводы;;Дарья Ю.;0;0;1100
24.11.2021 17:28;24.11.2021;*8125;OK;2200;RUB;2200;RUB;;Переводы;;Дарья Ю.;0;0;2200
24.11.2021 12:33;26.11.2021;*8125;OK;-100;RUB;-100;RUB;1;Местный транспорт;4111;Тройка;1;0;100
24.11.2021 10:09;24.11.2021;*8125;OK;-399,36;RUB;-399,36;RUB;3;Фастфуд;5814;Ля Фантази;3;0;399,36
24.11.2021 9:47;25.11.2021;*8125;OK;-80;RUB;-80;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;80
23.11.2021 20:36;23.11.2021;*8125;OK;-2168,9;RUB;-2168,9;RUB;21;Супермаркеты;5411;Перекрёсток;21;0;2168,9
23.11.2021 19:40;24.11.2021;*8125;OK;-40;RUB;-40;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;40
23.11.2021 13:34;23.11.2021;*8125;OK;80;RUB;80;RUB;;Переводы;;Дмитрий З.;0;0;80
23.11.2021 13:28;23.11.2021;*8125;OK;-46,49;RUB;-46,49;RUB;;Супермаркеты;5921;Бристоль;0;0;46,49
23.11.2021 13:25;23.11.2021;*8125;OK;-60;RUB;-60;RUB;;Различные товары;5993;Tabak;0;0;60
23.11.2021 13:23;23.11.2021;*8125;OK;-348,56;RUB;-348,56;RUB;3;Фастфуд;5814;Ля Фантази;3;0;348,56
22.11.2021 23:14;23.11.2021;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
22.11.2021 16:18;22.11.2021;*8125;OK;-70;RUB;-70;RUB;;Фастфуд;5814;Ля Фантази;0;0;70
22.11.2021 15:10;22.11.2021;*8125;OK;-350;RUB;-350;RUB;3;Фастфуд;5814;Шоколадница;3;0;350
22.11.2021 10:40;22.11.2021;*8125;OK;7480;RUB;7480;RUB;;Другое;;Дмитрий Г.;0;0;7480
21.11.2021 20:56;22.11.2021;;OK;-500;RUB;-500;RUB;;Другое;;Штрафы ГИБДД;0;0;500
21.11.2021 19:32;22.11.2021;*8125;OK;-1004;RUB;-1004;RUB;10;Топливо;5541;Яндекс.Заправки;10;0;1004
20.11.2021 14:00;22.11.2021;*8125;OK;-690,75;RUB;-690,75;RUB;6;Топливо;5541;Яндекс.Заправки;6;0;690,75
20.11.2021 12:26;20.11.2021;*8125;OK;-230;RUB;-230;RUB;2;Аптеки;5912;OOO Zdraviya;2;0;230
19.11.2021 19:47;20.11.2021;*8125;OK;-1670,08;RUB;-1670,08;RUB;16;Топливо;5541;Яндекс.Заправки;16;0;1670,08
19.11.2021 10:01;19.11.2021;*8125;OK;-26,85;RUB;-26,85;RUB;;Супермаркеты;5411;Перекрёсток;0;0;26,85
19.11.2021 9:42;19.11.2021;*8125;OK;-1590,75;RUB;-1590,75;RUB;15;Супермаркеты;5411;Перекрёсток;15;0;1590,75
18.11.2021 10:06;18.11.2021;*8125;OK;-358,16;RUB;-358,16;RUB;3;Фастфуд;5814;Ля Фантази;3;0;358,16
17.11.2021 18:53;18.11.2021;*8125;OK;-40;RUB;-40;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;40
17.11.2021 9:43;17.11.2021;*8125;OK;-279,84;RUB;-279,84;RUB;2;Фастфуд;5814;Ля Фантази;2;0;279,84
17.11.2021 9:41;17.11.2021;*8125;OK;-224,86;RUB;-224,86;RUB;2;Фастфуд;5814;Ля Фантази;2;0;224,86
17.11.2021 9:39;17.11.2021;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
17.11.2021 7:26;18.11.2021;*8125;OK;-100;RUB;-100;RUB;1;Местный транспорт;4111;Тройка;1;0;100
16.11.2021 17:38;16.11.2021;*8125;OK;-29,4;RUB;-29,4;RUB;;Аптеки;5912;Mikromarket;0;0;29,4
16.11.2021 14:52;16.11.2021;*8125;OK;5433,5;RUB;5433,5;RUB;;Другое;;Дмитрий Г.;0;0;5433,5
16.11.2021 13:37;16.11.2021;*8125;OK;-452,65;RUB;-452,65;RUB;4;Супермаркеты;5411;SPAR;4;0;452,65
16.11.2021 9:56;16.11.2021;*8125;OK;-85;RUB;-85;RUB;;Фастфуд;5814;Ля Фантази;0;0;85
15.11.2021 14:31;15.11.2021;*8125;OK;-250,02;RUB;-250,02;RUB;2;Фастфуд;5814;Ля Фантази;2;0;250,02
15.11.2021 9:58;15.11.2021;*8125;OK;-85;RUB;-85;RUB;;Фастфуд;5814;Ля Фантази;0;0;85
14.11.2021 22:31;15.11.2021;*8125;OK;-1190,09;RUB;-1190,09;RUB;11;Супермаркеты;5411;Магнит;11;0;1190,09
14.11.2021 19:36;14.11.2021;*8125;OK;-280;RUB;-280;RUB;2;Рестораны;5812;Nook Coffee&Art;2;0;280
14.11.2021 12:21;15.11.2021;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
13.11.2021 14:14;15.11.2021;*8125;OK;-120;RUB;-120;RUB;1;Местный транспорт;4111;Московский метрополитен;1;0;120
12.11.2021 10:12;12.11.2021;;OK;-209,63;USD;-15145,77;RUB;;Переводы;;Пополнение брокерского счета;0;0;15145,77
12.11.2021 9:54;12.11.2021;*8125;OK;-461,65;RUB;-461,65;RUB;4;Фастфуд;5814;Ля Фантази;4;0;461,65
11.11.2021 21:39;12.11.2021;;OK;-300;RUB;-300;RUB;;Переводы;;Дмитрий Г.;0;0;300
11.11.2021 16:28;11.11.2021;*8125;OK;16000;RUB;16000;RUB;;Другое;;Дмитрий Г.;0;0;16000
11.11.2021 10:01;11.11.2021;*8125;OK;-477,25;RUB;-477,25;RUB;4;Фастфуд;5814;Ля Фантази;4;0;477,25
10.11.2021 19:32;10.11.2021;*8125;OK;-158,89;RUB;-158,89;RUB;1;Супермаркеты;5411;Дикси;1;0;158,89
10.11.2021 12:34;10.11.2021;*8125;OK;-268,39;RUB;-268,39;RUB;2;Фастфуд;5814;Ля Фантази;2;0;268,39
10.11.2021 12:17;10.11.2021;*8125;OK;-70;RUB;-70;RUB;;Фастфуд;5814;Дело вкуса;0;0;70
10.11.2021 10:59;10.11.2021;*8125;OK;-600;RUB;-600;RUB;;Связь;4814;МегаФон;0;0;600
10.11.2021 10:02;10.11.2021;*8125;OK;5000;RUB;5000;RUB;;Другое;;Дмитрий Г.;0;0;5000
10.11.2021 9:55;10.11.2021;*8125;OK;-85;RUB;-85;RUB;;Фастфуд;5814;Ля Фантази;0;0;85
10.11.2021 9:32;11.11.2021;*8125;OK;-40;RUB;-40;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;40
10.11.2021 0:41;10.11.2021;*8125;OK;300;RUB;300;RUB;;Переводы;;Антон Т.;0;0;300
09.11.2021 13:24;09.11.2021;*8125;OK;-550;RUB;-550;RUB;5;Супермаркеты;5499;IP Ziganshina I. V.;5;0;550
08.11.2021 18:45;08.11.2021;*8125;OK;-540,3;RUB;-540,3;RUB;5;Супермаркеты;5411;SPAR;5;0;540,3
08.11.2021 9:44;08.11.2021;*8125;OK;-85;RUB;-85;RUB;;Фастфуд;5814;Ля Фантази;0;0;85
07.11.2021 12:55;07.11.2021;*8125;OK;1600;RUB;1600;RUB;;Переводы;;Дарья Ю.;0;0;1600
07.11.2021 12:48;07.11.2021;*8125;OK;-3200;RUB;-3200;RUB;32;Автоуслуги;5533;IP Bryukhanov D.V.;32;0;3200
06.11.2021 17:49;08.11.2021;*8125;OK;-748,5;RUB;-748,5;RUB;7;Топливо;5541;Яндекс.Заправки;7;0;748,5
05.11.2021 11:11;05.11.2021;*8125;OK;-84,99;RUB;-84,99;RUB;;Супермаркеты;5411;Верный;0;0;84,99
03.11.2021 22:34;04.11.2021;*8125;OK;-1596,8;RUB;-1596,8;RUB;15;Топливо;5541;Яндекс.Заправки;15;0;1596,8
03.11.2021 21:32;04.11.2021;*8125;OK;-300;RUB;-300;RUB;3;Платные дороги;4784;Автодор;3;0;300
03.11.2021 20:46;03.11.2021;*8125;OK;-210;RUB;-210;RUB;2;Платные дороги;4784;Автодор;2;0;210
03.11.2021 16:12;03.11.2021;*8125;OK;-123;RUB;-123;RUB;1;Супермаркеты;5411;SPAR;1;0;123
03.11.2021 13:15;03.11.2021;*8125;OK;-250,3;RUB;-250,3;RUB;2;Фастфуд;5814;Ля Фантази;2;0;250,3
03.11.2021 13:12;03.11.2021;*8125;OK;-505;RUB;-505;RUB;5;Аптеки;5912;Mikromarket;5;0;505
03.11.2021 9:59;03.11.2021;*8125;OK;-85;RUB;-85;RUB;;Фастфуд;5814;Ля Фантази;0;0;85
02.11.2021 13:40;02.11.2021;*8125;OK;-198,41;RUB;-198,41;RUB;1;Фастфуд;5814;Ля Фантази;1;0;198,41
02.11.2021 9:32;02.11.2021;*8125;OK;-85;RUB;-85;RUB;;Фастфуд;5814;Ля Фантази;0;0;85
01.11.2021 19:29;01.11.2021;*8125;OK;-4439;RUB;-4439;RUB;44;Электроника и техника;5722;Мвидео;44;0;4439
01.11.2021 14:56;01.11.2021;;OK;-820;RUB;-820;RUB;;Переводы;;Дмитрий Г.;0;0;820
01.11.2021 13:42;01.11.2021;*8125;OK;-228,89;RUB;-228,89;RUB;2;Фастфуд;5814;Ля Фантази;2;0;228,89
01.11.2021 11:54;01.11.2021;;OK;-367;RUB;-367;RUB;;Переводы;;Дмитрий Г.;0;0;367
01.11.2021 10:31;01.11.2021;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
01.11.2021 9:54;01.11.2021;*8125;OK;-163;RUB;-163;RUB;1;Фастфуд;5814;Ля Фантази;1;0;163
31.10.2021 23:43;01.11.2021;*8125;OK;-1411,2;RUB;-1411,2;RUB;14;Топливо;5541;Яндекс.Заправки;14;0;1411,2
31.10.2021 22:49;01.11.2021;*8125;OK;15000;RUB;15000;RUB;;Переводы;;Дарья Ю.;0;0;15000
31.10.2021 9:08;31.10.2021;;OK;-3;RUB;-3;RUB;;Мобильная связь;;Мой телефон +79261204727;0;0;3
30.10.2021 22:56;01.11.2021;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
30.10.2021 22:55;31.10.2021;*8125;OK;500;RUB;500;RUB;;Другое;;Дмитрий Г.;0;0;500
28.10.2021 12:19;28.10.2021;;OK;-33469,91;RUB;-33469,91;RUB;;Переводы;;Дмитрий Г.;0;0;33469,91
28.10.2021 12:18;28.10.2021;;OK;32866,02;RUB;32866,02;RUB;;Переводы;;Вывод с брокерского счета;0;0;32866,02
27.10.2021 20:04;29.10.2021;*8125;OK;-100;RUB;-100;RUB;1;Местный транспорт;4111;Тройка;1;0;100
27.10.2021 19:49;27.10.2021;*8125;OK;-378;RUB;-378;RUB;3;Фастфуд;5814;KFC;3;0;378
27.10.2021 13:50;27.10.2021;*8125;OK;-157,38;RUB;-157,38;RUB;1;Фастфуд;5814;Ля Фантази;1;0;157,38
27.10.2021 9:53;27.10.2021;*8125;OK;-85;RUB;-85;RUB;;Фастфуд;5814;Ля Фантази;0;0;85
27.10.2021 9:36;28.10.2021;*8125;OK;-40;RUB;-40;RUB;;Местный транспорт;4111;Московско-Тверская пригородная пассажирская компания;0;0;40
26.10.2021 13:53;26.10.2021;*8125;OK;-315,08;RUB;-315,08;RUB;3;Супермаркеты;5411;SPAR;3;0;315,08
26.10.2021 10:01;26.10.2021;*8125;OK;-163;RUB;-163;RUB;1;Фастфуд;5814;Ля Фантази;1;0;163
25.10.2021 22:28;25.10.2021;;OK;-99;RUB;-99;RUB;;Услуги банка;;Плата за обслуживание;0;0;99
25.10.2021 21:54;25.10.2021;;OK;26;RUB;26;RUB;;Бонусы;;Вознаграждение за операции покупок;0;0;26
25.10.2021 14:36;25.10.2021;;OK;-272;RUB;-272;RUB;;Переводы;;Артем П.;0;0;272
25.10.2021 13:53;25.10.2021;*8125;OK;-639,3;RUB;-639,3;RUB;6;Супермаркеты;5411;SPAR;6;0;639,3
24.10.2021 18:47;24.10.2021;*8125;OK;825;RUB;825;RUB;;Переводы;;Дарья Ю.;0;0;825
24.10.2021 18:42;25.10.2021;*8125;OK;-1638,08;RUB;-1638,08;RUB;16;Топливо;5541;Яндекс.Заправки;16;0;1638,08
23.10.2021 15:36;23.10.2021;*8125;OK;-128;RUB;-128;RUB;1;Фастфуд;5814;McDonald's;1;0;128
20.10.2021 22:57;21.10.2021;;OK;-5000;RUB;-5000;RUB;;Другое;;Штрафы ГИБДД;0;0;5000
20.10.2021 13:12;20.10.2021;*8125;OK;900;RUB;900;RUB;;Переводы;;Дарья Ю.;0;0;900
19.10.2021 19:20;19.10.2021;*8125;OK;1500;RUB;1500;RUB;;Финансы;6012;Avito;0;0;1500
14.10.2021 22:13;15.10.2021;*8125;OK;920;RUB;920;RUB;;Переводы;;Дарья Ю.;0;0;920
14.10.2021 22:06;15.10.2021;*8125;OK;480;RUB;480;RUB;;Переводы;;Дарья Ю.;0;0;480
13.10.2021 16:51;13.10.2021;*8125;OK;1660;RUB;1660;RUB;;Переводы;;Дарья Ю.;0;0;1660
